predict_type,known_columns,num_known_columns,secret_column,predicted_value,true_value,prediction,base_confidence,attack_confidence
base,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Adult,Adult,True,0.8652341269841268,
attack,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Adult,Adult,True,,0.962
base,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Adolescent,Adolescent,True,0.86,
attack,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Adult,Adult,True,,0.094
base,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Adult,Adult,True,0.99,
attack,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Adult,Adolescent,False,,0.923
base,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Adult,Adult,True,0.67,
attack,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Adolescent,Adolescent,True,,0.111
base,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Senior,Senior,True,1.0,
attack,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Adult,Adolescent,False,,0.094
base,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Adult,Adult,True,0.91,
attack,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Adolescent,Adolescent,True,,0.154
base,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Adult,Adult,True,0.81,
attack,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Adult,Senior,False,,0.962
base,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Adult,Adult,True,1.0,
attack,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Senior,Adult,False,,1.0
base,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Adolescent,Adolescent,True,0.9,
attack,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Senior,Senior,True,,0.481
base,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Adult,Adult,True,0.55,
attack,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Adult,Adolescent,False,,0.923
base,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Adolescent,Adolescent,True,0.93,
attack,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Senior,Senior,True,,0.039
base,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Adult,Adult,True,0.865,
attack,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Adult,Adolescent,False,,0.102
base,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Senior,Senior,True,0.99,
attack,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Adult,Adult,True,,1.0
base,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Senior,Senior,True,1.0,
attack,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Senior,Senior,True,,0.154
base,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Adolescent,Adolescent,True,0.41171428571428564,
attack,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Adolescent,Adult,False,,0.25
base,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Adolescent,Adolescent,True,0.9183333333333333,
attack,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Adolescent,Adult,False,,0.107
base,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Adult,Adult,True,0.8622213064713061,
attack,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Adolescent,Adult,False,,0.211
base,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Adult,Adult,True,0.95,
attack,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Adolescent,Adult,False,,0.885
base,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Adult,Adult,True,0.7,
attack,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Adolescent,Adult,False,,0.962
base,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Adult,Adolescent,False,0.81,
attack,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Adolescent,Adolescent,True,,0.962
base,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Adult,Adolescent,False,0.4371666666666667,
attack,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Adult,Adult,True,,0.443
base,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Adolescent,Adolescent,True,0.975,
attack,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Adult,Senior,False,,0.214
base,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Senior,Senior,True,0.99,
attack,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Adolescent,Adolescent,True,,0.923
base,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Adult,Senior,False,0.6629999999999999,
attack,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Adult,Adult,True,,0.188
base,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Adult,Adult,True,0.9233928571428569,
attack,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Adolescent,Adult,False,,0.25
base,"[""Accident"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""SocioEcon"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,Age,Adult,Adult,True,0.6193095238095236,
